,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
713,NC-IL081-19248,2020-01-10 00:00:00,Out of Spec Visual Inspection (Visual Defect),Scrap,20A03563X,24960,1181200777,,,Quality,Yes,Yes,2020-02-28 16:48:34.227000,2020-01-15 00:00:00,67.9,1694784.0000000002,,Visual,misc,2020-01-10,S8B,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
714,NC-IL081-19510,2020-01-17 00:00:00,CFF-F-Welding,Scrap,19L13363,720,8507SA,,,Quality,Yes,Yes,2020-04-24 17:50:42.617000,2020-04-23 00:00:00,32.0,23040.0,Weld Strength ,Functional,Welding,2020-01-17,C25,Defective,Defective components of welder needed replacement.,CLOSED,Container
715,NC-IL081-19510,2020-01-17 00:00:00,CFF-F-Welding,Scrap,19L13363,280,WP8506,,,Quality,Yes,Yes,2020-04-24 17:50:42.617000,2020-04-23 00:00:00,7.7,2156.0,Weld Strength ,Functional,Welding,2020-01-17,C25,Defective,Defective components of welder needed replacement.,CLOSED,Container
716,NC-IL081-19737,2020-01-26 00:00:00,SFF-M-V-Contamination/Specks 2,Scrap,20A11663X,22000,4502570,,,Quality,Yes,Yes,2020-03-23 14:54:52.713000,2020-03-20 00:00:00,0.1,2200.0,"Contamination/Specks Type 2/3: Inclusions in the non-fluid pathway. Length: Greater than 2 millimeters (0.078 inch), Area: Greater than 3.00 squared mm, or Groups or clusters: Sum of all bubble areas accumulated to a total of 4.00 squared mm shall be considered defective. Use Tappi chart.",,,2020-01-26,S6A,Blocked Vents,Blocked Vents,CLOSED,Syringe
717,NC-IL081-19737,2020-01-26 00:00:00,SFF-M-V-Contamination/Specks 2,Scrap,20A11563X,12000,4502570,,,Quality,Yes,Yes,2020-03-23 14:54:52.713000,2020-03-20 00:00:00,0.1,1200.0,"Contamination/Specks Type 2/3: Inclusions in the non-fluid pathway. Length: Greater than 2 millimeters (0.078 inch), Area: Greater than 3.00 squared mm, or Groups or clusters: Sum of all bubble areas accumulated to a total of 4.00 squared mm shall be considered defective. Use Tappi chart.",,,2020-01-26,S6A,Blocked Vents,Blocked Vents,CLOSED,Syringe
718,NC-IL081-19774,2020-01-27 00:00:00,SFF-M-F-Functional,Scrap,20A15263X,198000,4502570,,,Quality,Yes,Yes,2020-04-24 17:45:19.440000,2020-04-24 00:00:00,0.1,19800.0,Functional Leak Test,,,2020-01-27,S6A,ejection method,Barrels were being ejected off the press onto a hard plastic conveyor. There was nothing to help soften their decent. This caused a small defect to occur on the edge of the tip of the barrel. The tip was dented slightly.,CLOSED,Syringe
719,NC-IL081-19848,2020-01-29 00:00:00,Manual- Lid Fit failed,Scrap,19J12763,5830,31156550,,,Quality,Yes,Yes,2020-03-27 16:11:07.847000,2020-03-27 00:00:00,56.7,330561.0,Manual- Lid Fit failed,,,2020-01-29,C67,Broken Insert,One of the inserts on the R7567C Tool broke and needed to be repaired.,CLOSED,Container
720,NC-IL081-19848,2020-01-29 00:00:00,Manual- Lid Fit failed,Scrap,20A191416,600,WP4810,,,Quality,Yes,Yes,2020-03-27 16:11:07.847000,2020-03-27 00:00:00,2.4,1440.0,Manual- Lid Fit failed,,,2020-01-29,C67,Broken Insert,One of the inserts on the R7567C Tool broke and needed to be repaired.,CLOSED,Container
721,NC-IL081-19886,2020-01-30 00:00:00,SFF-SA-V-Mixed Product 2,Scrap,20A16963X,31000,4502500,,,Quality,Yes,Yes,2020-02-03 20:00:37.833000,2020-02-03 00:00:00,0.1,3100.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-01-30,S8K,Loose lock nut,"When the mechanical maintenance person investigated the cause of this defect, he found that the lock nut on the adjustment was loose and the adjustment for the short plunger had moved.",CLOSED,Syringe
722,NC-IL081-20037,2020-02-05 00:00:00,Out of Spec Visual Inspection (Visual Defect),Scrap,20A21963X,1,4502570,,,Quality,Yes,Yes,2020-04-08 14:54:33.120000,2020-04-02 00:00:00,0.1,0.1,,Visual,misc,2020-02-05,S8A,Particulate,Defect appears to be embedded cardboard molded into the barrel. Most probable cause would be that a piece of cardboard was in the resin when the material was loaded into the silo and transported to the molding press.,CLOSED,Syringe
723,NC-IL081-20270,2020-02-12 00:00:00,Packaging Damaged,Scrap,UP90005397,225,5170588,"Bates Container, Llc",,Quality,Yes,Yes,2020-03-09 18:45:53.980000,2020-02-24 00:00:00,0.2,45.0,Not Found,Not Found,Not Found,2020-02-12,INC,PR-Communication,Communication-MEDMFGPR,CLOSED,Incoming
724,NC-IL081-20316,2020-02-13 00:00:00,SFF-M-V-Deformation 2,Scrap,20A17963X,12000,8881112599,,,Quality,Yes,Yes,2020-02-24 19:58:07.300000,2020-02-24 00:00:00,58.4,700800.0,The dimension of the barrel end is different than specification,,,2020-02-13,S1A,Human Error,Human Error - An object was placed near the control panel for the thermolator which caused the thermolator switch to be bumped and turned off.,CLOSED,Syringe
725,NC-IL081-20631,2020-02-23 00:00:00,SFF-M-V-Deformation 2,Scrap,20B03363X,1,8881907003,,,Quality,Yes,Yes,2020-04-13 19:45:59.353000,2020-04-13 00:00:00,85.5,85.5,The dimension of the barrel end is different than specification,,,2020-02-23,S7C,Dirty pins,"Build up / dirty pins, which caused parts to stick on the mold.",CLOSED,Syringe
726,NC-IL081-20633,2020-02-23 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,20B14763X,5000,4502570,,,Quality,Yes,Yes,2020-04-13 19:04:48.300000,2020-04-10 00:00:00,0.1,500.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2020-02-23,S6C,Resin Build up,Defect resulted from flash build up around the cavity block.,CLOSED,Syringe
727,NC-IL081-20648,2020-02-24 00:00:00,CFF-F-Assembly 2,Scrap,19K01863,2460,8985S,,,Quality,Yes,Yes,2020-05-04 19:38:34.930000,2020-05-03 00:00:00,73.2,180072.0,,Functional,Assembly,2020-02-24,,Dirty Mixing chamber,Dirty mixing chamber affected the flow of the gasket rate,CLOSED,Container
728,NC-IL081-20648,2020-02-24 00:00:00,CFF-F-Assembly 2,Scrap,20A191530,1110,WP7449,,,Quality,Yes,Yes,2020-05-04 19:38:34.930000,2020-05-03 00:00:00,4.5,4995.0,,Functional,Assembly,2020-02-24,,Dirty Mixing chamber,Dirty mixing chamber affected the flow of the gasket rate,CLOSED,Container
729,NC-IL081-20934,2020-03-04 00:00:00,CFF-F-Assembly 2,Scrap,19H12063,1580,8851,,,Quality,Yes,Yes,2020-05-08 20:07:00.630000,2020-05-08 00:00:00,72.4,114392.00000000001,,Functional,Assembly,2020-03-04,C74,Lack of PM,Lack of PM contributed to excessive build up on the corona ionizer fan filter and corona tray cause the gasket to deviate from the corona treatment on the lid.,CLOSED,Container
730,NC-IL081-20934,2020-03-04 00:00:00,CFF-F-Assembly 2,Scrap,19H190037,1,WP7450BL,,,Quality,Yes,Yes,2020-05-08 20:07:00.630000,2020-05-08 00:00:00,4.5,4.5,,Functional,Assembly,2020-03-04,C74,Lack of PM,Lack of PM contributed to excessive build up on the corona ionizer fan filter and corona tray cause the gasket to deviate from the corona treatment on the lid.,CLOSED,Container
731,NC-IL081-21188,2020-03-13 00:00:00,PR-- PR--oduct testing fails,Scrap,00191840,15740,RM165,,,Quality,Yes,Yes,2020-05-04 19:50:17.040000,2020-04-23 00:00:00,0.0,0.0,,Not Specified,Process,2020-03-13,RSN,RM164 percentage low,Feed rate of RM164 Kraton 1.5%; well below validated 2.8% feed rate.,CLOSED,Container
732,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19F09563X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
733,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19F09663X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
734,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19E01863X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
735,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19H10063X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
736,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19H18963X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
737,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19H19063X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
738,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19H18863X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
739,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19E02263X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
740,NC-IL081-21234,2020-03-16 00:00:00,Tracking/Trending,Scrap,19H19163X,1,4502570,,,Quality,Yes,Yes,2020-05-04 19:05:44.873000,2020-04-30 00:00:00,0.1,0.1,,Not Specified,misc,2020-03-16,S8K,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
741,NC-IL081-21299,2020-03-18 00:00:00,Visual- Contamination (not for rubber tips),Scrap,19001897019016C,461,5000231,Smurfit Kappa Bates,,Quality,Yes,Yes,2020-03-26 14:31:39.500000,2020-03-25 00:00:00,0.1,46.1,Visual- Contamination (not for rubber tips),,,2020-03-18,INC,Failure to Follow Procedures/Policies,"Failure to Follow Procedures/Policies. Operator failed to clean draw rollers prior to production run.\n\nThis is the second occurrence of contamination within the last 12 months. This lot was the lot received prior to lot 19002297019042D of 5000231 from NC-IL081-20425, and after speaking with the supplier the root cause for this issue is typically due to the operator failed to clean draw rollers prior to production run.",CLOSED,
742,NC-IL081-21421,2020-03-23 00:00:00,SFF-M-V-Deformation 1,Scrap,20C09863X,67000,4502570,,,Quality,Yes,Yes,2020-05-11 19:37:51.710000,2020-05-08 00:00:00,0.1,6700.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-03-23,S6A,Blocked Bubbler,,CLOSED,Syringe
743,NC-IL081-21433,2020-03-24 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,20C08963X,,8881512878,,,Quality,No,No,,,102.1,,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2020-03-24,S3C,,,VOID,Syringe
744,NC-IL081-21492,2020-03-25 00:00:00,PR-- Missing PR--int,Scrap,20C192075,175,WP7417P,,,Quality,Yes,Yes,2020-05-29 15:34:36.057000,2020-05-13 00:00:00,4.6,804.9999999999999,,Not Specified,misc,2020-03-25,C61,Process Not Robust,Process Not Robust,CLOSED,Container
745,NC-IL081-21525,2020-03-26 00:00:00,SFF-M-V-Deformation 1,Scrap,20C11063X,9000,4502570,,,Quality,Yes,Yes,2020-09-29 19:24:29.553000,2020-05-13 00:00:00,0.1,900.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-03-26,S6A,Shot Size,,CLOSED,Syringe
746,NC-IL081-21525,2020-03-26 00:00:00,SFF-M-V-Deformation 1,Sort,20C10963X,191000,4502570,,,Quality,Yes,Yes,2020-09-29 19:24:29.553000,2020-05-13 00:00:00,0.1,19100.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-03-26,S6A,Shot Size,,CLOSED,Syringe
747,NC-IL081-21555,2020-03-27 00:00:00,CFF-D-Molding 3,Scrap,20C192075,175,WP7417P,,,Quality,Yes,Yes,2020-05-29 15:39:44.127000,2020-05-15 00:00:00,4.6,804.9999999999999,Gasket Height,Dimensional,Gasketing,2020-03-27,C61,Process Not Robust,Process Not Robust,CLOSED,Container
748,NC-IL081-21609,2020-03-31 00:00:00,SFF-M-F-Functional,Scrap,20B15663X,143000,8881907003,,,Quality,Yes,Yes,2020-05-27 20:04:13.353000,2020-05-08 00:00:00,85.5,12226500.0,Functional Leak Test,,,2020-03-31,S7C,Unclear Procedure,Process control procedure (PS20003316 Amber Barrel Process Control) is in place for startup/shut down and troubleshooting. The verbiage used is unclear for the process set up.,CLOSED,Syringe
749,NC-IL081-21624,2020-04-01 00:00:00,SFF-M-V-Burns/Gas Marks,Scrap,20C14763X,13000,4502570,,,Quality,Yes,Yes,2020-04-15 19:30:28.887000,2020-04-15 00:00:00,0.1,1300.0,Gas or Burn Marks on the part that renders it cosmetically unacceptable,,,2020-04-01,S8C,Shot size,Shot size was not adjusted enough during blocking of mold cavities.,CLOSED,Syringe
750,NC-IL081-21642,2020-04-01 00:00:00,SFF-M-V-Cracking 1,Scrap,20C13463X,45600,8881512852,,,Quality,Yes,Yes,2020-05-14 14:26:05.583000,2020-05-13 00:00:00,97.7,4455120.0,Cracking Type 1: No Crack allowed:  leakage or loss of sterility as risk,,,2020-04-01,S2D,Insufficient fill,Insufficient material caused by the plastic  setting up before the end of part causing a short. This is most likely due to the gate pin being stuck in the forward position,CLOSED,Syringe
751,NC-IL081-21725,2020-04-05 00:00:00,SFF-SA-V-Damaged Components 3,Scrap,20C19863X,1000,4502570,,,Quality,Yes,Yes,2020-06-01 19:39:19.687000,2020-04-28 00:00:00,0.1,100.0,Damaged Components Type 3: Damaged product/component (functional but less than desired); Scratches/drag marks on the barrel,,,2020-04-05,S6K,Caught part,There was a caught part in the kahle dial system which was striking the plungers as they moved around the dials.,CLOSED,Syringe
752,NC-IL081-22011,2020-04-18 00:00:00,SFF-PPSP-V-Seal Integrity 2,Scrap,20D07963X,12960,1181200777,,,Quality,Yes,Yes,2020-06-01 19:45:51.253000,2020-05-06 00:00:00,67.9,879984.0000000001,"Seal is intact but less than 3 mm (1/8 inch) width seal. For 60 mL and 35 mL products, less than 5 mm width.",,,2020-04-18,S8P,Film mis-aligned,The film had moved to one side on the Multivac and folded over which caused a double layer of material. This caused it not to seal properly.,CLOSED,Syringe
753,NC-IL081-22016,2020-04-19 00:00:00,SFF-SA-V-Mixed Product 2,Scrap,20D07363X,800,6492743,,,Quality,Yes,Yes,,2020-05-07 00:00:00,0.1,80.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-04-19,S7R,Ram improper operation,In-line vibratory rail not vibrating due to wires from on/off switch not making contact at terminal strip. Wires at quick connect at the vibratory block barely making contact. \nHigh plunger sensor not working properly\nPlunger inspect station not detecting defect,VOID,Syringe
754,NC-IL081-07782,2019-01-20 00:00:00,CFF-V-Flash (Functional Area),Sort,18L18563,1440,8506SA,,,Quality,Yes,Yes,2019-03-25 19:46:50.590000,2019-03-25 00:00:00,33.5,48240.0,"Sharp Flash; Hinge Pins and Holes; All other areas: Less than or equal to 0.060"" and no more than 3 locations per part.",Visual,Molding,2019-01-20,C19,High Mold Temp,High Mold Temp - caused by the water supply to the manifolds being off.,CLOSED,Container
755,NC-IL081-07837,2019-01-22 00:00:00,CFF-D-Molding 1,Sort,19A07163,860,V8536,,,Quality,Yes,Yes,2019-04-24 18:58:17.670000,2019-04-04 00:00:00,19.9,17114.0,Wall Thickness,Dimensional,Molding,2019-01-22,C46,Tooling/ fixture wear,,CLOSED,Container
756,NC-IL081-08500,2019-02-06 00:00:00,SFF-SPBP-F-UDI Barcode,Sort,19A32163X,154560,1181200777,,,Quality,Yes,Yes,2019-03-22 19:43:02.053000,2019-03-02 00:00:00,67.9,10494624.0,UDI Barcode,,,2019-02-06,S8F,Incorrect Setup,Incorrect Setup,CLOSED,Syringe
757,NC-IL081-08500,2019-02-06 00:00:00,SFF-SPBP-F-UDI Barcode,Sort,19A32163X,154560,1181200777,,,Quality,Yes,Yes,2019-03-22 19:43:02.053000,2019-03-22 00:00:00,67.9,10494624.0,UDI Barcode,,,2019-02-06,S8F,Incorrect Setup,Incorrect Setup,CLOSED,Syringe
758,NC-IL081-08515,2019-02-07 00:00:00,CFF-D-Molding 1,Sort,18L12263,5770,8536SA,,,Quality,Yes,Yes,2019-05-07 17:59:36.037000,2019-04-12 00:00:00,20.0,115400.0,Wall Thickness,Dimensional,Molding,2019-02-07,C46,Equipment variation requiring maintenance adjustments,The take-out robot found to be faulty with bad “up & down” cylinder and was intermittently failing to remove containers from core. Mold closed on a stack container and double shot resulted in a core shift causing the low wall.,CLOSED,Container
759,NC-IL081-08780,2019-02-13 00:00:00,SFF-SPIC-V-Labeling/Print 2,Sort,19A28563X,828,8881512878,,,Quality,Yes,Yes,2019-03-27 20:54:56.767000,2019-03-27 00:00:00,102.1,84538.79999999999,Smeared and illegible Lot Number,,,2019-02-13,S2P,incorrect tooling/ fixture,Use of incorrect tooling/ fixture,CLOSED,Syringe
760,NC-IL081-08853,2019-02-14 00:00:00,"CFF-V-Blisters, Bubbles and Voids",Sort,18K22863,2592,31317483,,,Quality,Yes,Yes,2019-05-08 21:13:55.927000,2019-05-08 00:00:00,41.7,108086.40000000001,Single bubble greater than or equal to 0.080”; Up to 3 bubbles between 0.060 and 0.080”; Up to 4 bubbles less than or equal to 0.060”; Up to 8 bubbles less than 0.030”; Living Hinge = Reject All,Visual,Molding,2019-02-14,C77,Venting,,CLOSED,Container
761,NC-IL081-08854,2019-02-14 00:00:00,SFF-M-V-Broken/Damaged 2,Sort,19A25463X,11200,8881112599,,,Quality,Yes,Yes,2019-03-27 21:11:30.473000,2019-02-14 00:00:00,58.4,654080.0,Broken or damaged product but still Functional,,,2019-02-14,S1R,Sensor not aligned,Sensor not aligned,CLOSED,Syringe
